source_name,author,title,description,url,published_at,fetched_at,country,category,domain,language,social_image,source_system
,,"Kankemenag Kulon Progo Uji Kompetensi IT PPPK Lewat Uji Kecakapan , Pertama di Indonesia",,https://jogja.tribunnews.com/diy/1208444/kankemenag-kulon-progo-uji-kompetensi-it-pppk-lewat-uji-kecakapan-pertama-di-indonesia,20260215T154500Z,2026-04-23T05:05:23.562812+00:00,Indonesia,technology,jogja.tribunnews.com,Indonesian,https://asset.tribunnews.com/1fp5W6Pk3oAtQYP4YmNwYFxyctg=/1200x675/filters:upscale():quality(30):format(webp):focal(0.5x0.5:0.5x0.5)/jogja/foto/bank/originals/Uji-Kecakapan-PPPK-Kankemenag-Kulon-Progo.jpg,GDELT
,,"Chính sách hỗ trợ , khuyến khích doanh nghiệp ứng dụng , đổi mới công nghệ",,https://baomoi.com/chinh-sach-ho-tro-khuyen-khich-doanh-nghiep-ung-dung-doi-moi-cong-nghe-c54840289.epi,20260402T064500Z,2026-04-23T05:05:23.562812+00:00,Vietnam,technology,baomoi.com,Vietnamese,,GDELT
,,吉林省科技金融生态圈暨  科技金融吉林行  主题系列对接活动正式启动,,https://baijiahao.baidu.com/s?id=1862157495437667575,20260411T074500Z,2026-04-23T05:05:23.562812+00:00,China,technology,baijiahao.baidu.com,Chinese,,GDELT
,,全国政协委员钟登华 ： 发挥科技小院作用服务农业产业,,https://news.cau.edu.cn/mtndnew/19a28d82bd444194ac3d06d51263f688.htm,20260305T030000Z,2026-04-23T05:05:23.562812+00:00,China,technology,news.cau.edu.cn,Chinese,,GDELT
,,海南省委书记冯飞 ： 加快建设人才荟萃之岛 、 技术创新之岛,,https://finance.sina.com.cn/tech/roll/2026-02-10/doc-inhmiaek4658670.shtml,20260210T041500Z,2026-04-23T05:05:23.562812+00:00,China,technology,finance.sina.com.cn,Chinese,https://n.sinaimg.cn/sinakd20260210s/644/w1013h431/20260210/9936-ebb364914130f9a0523976ba9c33b215.jpg,GDELT
,,2026海淀新春科技庙会开幕 ， 集结智元 、 宇树等43项具身机器人展项,,https://finance.sina.com.cn/tech/shenji/2026-02-19/doc-inhnkccf0166537.shtml,20260219T121500Z,2026-04-23T05:05:23.562812+00:00,China,technology,finance.sina.com.cn,Chinese,https://n.sinaimg.cn/finance/transform/575/w550h825/20260219/7f4c-07d38d9837acfeaf928469bc6bcb74f4.jpg,GDELT
,,首发春熙 AI黑科技新春派对活动在成都锦江区正式启动,,https://china.qianlong.com/2026/0215/8627047.shtml,20260215T131500Z,2026-04-23T05:05:23.562812+00:00,China,technology,china.qianlong.com,Chinese,,GDELT
,,  2025 - 2026企业数智化转型综合实力TOP100服务商  名单正式揭晓 _ 中华网,,https://tech.china.com/articles/20260206/202602061809455.html,20260206T041500Z,2026-04-23T05:05:23.562812+00:00,China,technology,tech.china.com,Chinese,,GDELT
,,北京海淀 ： 科技庙会闹新春,,https://www.163.com/dy/article/KM71MV0Q0514DG98.html,20260220T040000Z,2026-04-23T05:05:23.562812+00:00,China,technology,163.com,Chinese,,GDELT
,, 《 科技服务业标准体系建设指南 （ 2025版 ）》 发布 - 新华网,,https://www.news.cn/tech/20260211/fc18661ee979496eac537139fdaa5328/c.html,20260211T031500Z,2026-04-23T05:05:23.562812+00:00,China,technology,news.cn,Chinese,,GDELT
,, 《 科技服务业标准体系建设指南 （ 2025版 ）》 发布<div><br>< / div> - 科技频道 - 杭州网,,https://it.hangzhou.com.cn/jrjd/yjnews/content/2026-02/11/content_9176659.html,20260211T030000Z,2026-04-23T05:05:23.562812+00:00,China,technology,it.hangzhou.com.cn,Chinese,,GDELT
,,恒生科技指数规则再优化 ， 恒生科技ETF易方达 （ 513010 ） 迎配置机遇,,https://fund.jrj.com.cn/2026/04/07130056650862.shtml,20260407T053000Z,2026-04-23T05:05:23.562812+00:00,China,technology,fund.jrj.com.cn,Chinese,,GDELT
,,促进科技自主创新和人才自主培养良性互动 -- 教育 -- 人民网,,http://edu.people.com.cn/n1/2026/0218/c1006-40667398.html,20260219T033000Z,2026-04-23T05:05:23.562812+00:00,China,technology,edu.people.com.cn,Chinese,,GDELT
,,Đồng Nai phê duyệt quy hoạch Khu Công nghệ số gần sân bay Long Thành,,https://dantri.com.vn/thoi-su/dong-nai-phe-duyet-quy-hoach-khu-cong-nghe-so-gan-san-bay-long-thanh-20260318153501803.htm,20260318T101500Z,2026-04-23T05:05:23.562812+00:00,Vietnam,technology,dantri.com.vn,Vietnamese,https://cdnphoto.dantri.com.vn/tbWxZQStAgAZf8DJDDpBErmxBTg=/zoom/1200_630/2026/03/18/sanbaylongthanhhuukhoa-1-edited-cropped-1773822840001.jpg,GDELT
,,机器人上春晚 ！ 灵生科技机器人新疆国际春晚首秀 科技年味拉满 _ 中华网,,https://digi.china.com/articles/20260216/202602161813811.html,20260216T074500Z,2026-04-23T05:05:23.562812+00:00,China,technology,digi.china.com,Chinese,,GDELT
,,事关人工智能科技伦理 ， 工信部等十部门联合发文 _ 国内财经 _ 财经 _ 中金在线,,http://news.cnfol.com/guoneicaijing/20260408/32130686.shtml,20260408T081500Z,2026-04-23T05:05:23.562812+00:00,China,technology,news.cnfol.com,Chinese,,GDELT
,,智谱及MiniMax市值双双突破 ， AI应用继续爆发 ， 汇添富恒生科技ETF联接发起式 ( QDII ) C ( 013128 ) 把握AI科技时代红利 _ 中金在线财经号,,http://mp.cnfol.com/26675/article/1771646283-142271849,20260221T063000Z,2026-04-23T05:05:23.562812+00:00,China,technology,mp.cnfol.com,Chinese,,GDELT
,,智谱及MiniMax市值双双突破 ， AI应用继续爆发 ， 汇添富恒生科技ETF联接发起式 ( QDII ) C ( 013128 ) 把握AI科技时代红利 _ 中金在线财经号,,http://mp.cnfol.com/26675/article/1771646283-142271849.html,20260221T061500Z,2026-04-23T05:05:23.562812+00:00,China,technology,mp.cnfol.com,Chinese,,GDELT
,,"IIT Delhi BTech Courses , IIT दिल्ली में बीटेक की कितनी सीटें हैं ? इन कोर्सेस में JEE वालों को ही मिलता है एडमिशन - iit - delhi - btech - seats - course - admission - process - after - jee - advanced - Admission Alert News",,https://navbharattimes.indiatimes.com/education/admission-alert/iit-delhi-btech-seats-course-admission-process-after-jee-advanced/articleshow/128058717.cms,20260208T063000Z,2026-04-23T05:05:23.562812+00:00,India,technology,navbharattimes.indiatimes.com,Hindi,https://static.langimg.com/nbt/thumb/128058717/iit-delhi-btech-admission-seats-after-jee-advanced.jpg?imgsize=2041381&resizemode=75,GDELT
,,Khoa học Công nghệ - Dân Việt,,https://danviet.vn/khoa-hoc-cong-nghe/,20260316T070000Z,2026-04-23T05:05:23.562812+00:00,Vietnam,technology,danviet.vn,Vietnamese,https://sf.ex-cdn.com/danviet.vn/v0.1.67/templates/themes/images/cover.png,GDELT
,,Gỡ vướng thủ tục công nghệ : Doanh nghiệp được  mở đường  theo Nghị quyết 57,,https://danviet.vn/go-vuong-thu-tuc-cong-nghe-doanh-nghiep-duoc-mo-duong-theo-nghi-quyet-57-d1416737.html,20260408T023000Z,2026-04-23T05:05:23.562812+00:00,Vietnam,technology,danviet.vn,Vietnamese,https://t.ex-cdn.com/danviet.vn/800w/files/news/2026/04/08/anh-man-hinh-2025-10-22-luc-160906-1609-054651.png,GDELT
,,科技保险迎  顶层设计 ， 全程赋能保障科创,,https://www.yicai.com/news/103068320.html,20260303T134500Z,2026-04-23T05:05:23.562812+00:00,China,technology,yicai.com,Chinese,,GDELT
,,2026年云南省科技工作会议在昆召开 _ 新华网,,http://yn.xinhuanet.com/20260205/6b378e6c1cc5438b99c828ba3e04ceed/c.html,20260205T064500Z,2026-04-23T05:05:23.562812+00:00,China,technology,yn.xinhuanet.com,Chinese,,GDELT
,,评论丨春晚黑科技 ， 照见中国科技的民生温度与创新高度,,https://www.stcn.com/article/detail/3645004.html,20260217T144500Z,2026-04-23T05:05:23.562812+00:00,China,technology,stcn.com,Chinese,,GDELT
,,  十五五  时期科技工作这样干|科技部 _ 新浪科技 _ 新浪网,,https://finance.sina.com.cn/tech/roll/2026-03-06/doc-inhpyyhz2696097.shtml,20260305T231500Z,2026-04-23T05:05:23.562812+00:00,China,technology,finance.sina.com.cn,Chinese,https://n.sinaimg.cn/spider20260306/32/w500h332/20260306/306e-97b44e67bac5d52446a3224167fde0c7.jpg,GDELT
,,科技金融政策发力+AI应用提速 金融科技ETF易方达 （ 159299 ） 标的指数涨近6 % ,,https://fund.jrj.com.cn/2026/04/08145056665570.shtml,20260408T071500Z,2026-04-23T05:05:23.562812+00:00,China,technology,fund.jrj.com.cn,Chinese,,GDELT
,,Cần thiết lập các khu thử nghiệm đặc biệt không cần xin phép,,https://baomoi.com/can-thiet-lap-cac-khu-thu-nghiem-dac-biet-khong-can-xin-phep-c54829676.epi,20260401T030000Z,2026-04-23T05:05:23.562812+00:00,Vietnam,technology,baomoi.com,Vietnamese,,GDELT
,,"과기정통부 , 2035년까지 핵융합 초전도체 기술 자립화 가속",,https://zdnet.co.kr/view/?no=20260219131741,20260219T050000Z,2026-04-23T05:05:23.562812+00:00,South Korea,technology,zdnet.co.kr,Korean,https://image.zdnet.co.kr/2023/02/23/433fb4ec85344fc7d8fdd891510b2fc1.jpg,GDELT
,,十部门联合印发 《 人工智能科技伦理审查与服务办法 （ 试行 ）》 ,,https://finance.sina.com.cn/tech/roll/2026-04-07/doc-inhtseyy3571441.shtml,20260407T080000Z,2026-04-23T05:05:23.562812+00:00,China,technology,finance.sina.com.cn,Chinese,,GDELT
,,Bùng nổ AI : Cơ hội lớn cho khối ngành công nghệ và bài toán chọn ngành của thí sinh,,https://baomoi.com/bung-no-ai-co-hoi-lon-cho-khoi-nganh-cong-nghe-va-bai-toan-chon-nganh-cua-thi-sinh-c54613331.epi,20260305T050000Z,2026-04-23T05:05:23.562812+00:00,Vietnam,technology,baomoi.com,Vietnamese,,GDELT
,,Phê duyệt quy hoạch Khu công nghệ số tập trung Long Thành quy mô hơn 119 ha,,https://baomoi.com/phe-duyet-quy-hoach-khu-cong-nghe-so-tap-trung-long-thanh-quy-mo-hon-119-ha-c54723416.epi,20260318T101500Z,2026-04-23T05:05:23.562812+00:00,Vietnam,technology,baomoi.com,Vietnamese,,GDELT
,,  일반 형사사건과 동일 취급 … 전담 재판부 신설해야  [ 기술유출 키우는 솜방망이 처벌④ ] ,,https://biz.heraldcorp.com/article/10676707,20260217T223000Z,2026-04-23T05:05:23.562812+00:00,South Korea,technology,biz.heraldcorp.com,Korean,https://wimg.heraldcorp.com/news/cms/2026/02/17/news-p.v1.20260213.f017c28bbb1e41b5bb5a8ff8dac81785_T1.png,GDELT
,,长城瞭望丨加紧国防科技创新和先进技术转化,,http://www.81.cn/yw_208727/16453792.html,20260408T023000Z,2026-04-23T05:05:23.562812+00:00,China,technology,81.cn,Chinese,,GDELT
,,安徽省科学技术奖励办法施行 ， 增设  青年科技创新奖  凤凰网安徽 _ 凤凰网,,https://ah.ifeng.com/c/8rXH0nEHvhh,20260317T030000Z,2026-04-23T05:05:23.562812+00:00,China,technology,ah.ifeng.com,Chinese,https://x0.ifengimg.com/ucms/2026_12/7C6D0F28C02B2C44A681E05B35DB07C1047DA837_size38_w417_h278.jpg,GDELT
,,  꿈의 핵융합발전 상용화 급물살  2035년  핵융합 초전도체  기술 확보,,https://biz.heraldcorp.com/article/10678219,20260219T031500Z,2026-04-23T05:05:23.562812+00:00,South Korea,technology,biz.heraldcorp.com,Korean,https://wimg.heraldcorp.com/news/cms/2026/02/19/news-p.v1.20260219.9c50e68ce83346eb97af9ced7e90a65e_T1.jpg,GDELT
,,四部门护航科技保险高质量发展 推万亿  耐心资本  涌向科技前沿|金融|中小企业,,https://www.163.com/dy/article/KN4HNN0M0539LWQ1.html,20260303T134500Z,2026-04-23T05:05:23.562812+00:00,China,technology,163.com,Chinese,,GDELT
,,港股AI应用大爆发 ， 汇添富恒生港股通中国科技ETF联接C ( 025167 ) 捕捉港股科技上涨红利 _ 中金在线财经号,,http://mp.cnfol.com/26675/article/1771574284-142271562.html,20260221T030000Z,2026-04-23T05:05:23.562812+00:00,China,technology,mp.cnfol.com,Chinese,,GDELT
,,"Girişimci Zülal Tannur , Demirören Medya ve Teknoloji MTAL öğrencileriyle bir araya geldi",,https://www.haberler.com/guncel/gorme-engelli-girisimciden-genclere-yapay-zeka-ve-girisimcilik-ipuclari-19581750-haberi/,20260219T071500Z,2026-04-23T05:05:23.562812+00:00,Turkey,technology,haberler.com,Turkish,https://foto.haberler.com/haber/2026/02/19/girisimci-zulal-tannur-demiroren-medya-ve-19581750_amp.jpg,GDELT
,,Khoa học và công nghệ – động lực trung tâm mở ra không gian tăng trưởng mới,,https://baotintuc.vn/thuc-hien-nghi-quyet-57/khoa-hoc-va-cong-nghe-dong-luc-trung-tam-mo-ra-khong-gian-tang-truong-moi-20260219103741908.htm,20260219T064500Z,2026-04-23T05:05:23.562812+00:00,Vietnam,technology,baotintuc.vn,Vietnamese,https://cdnmedia.baotintuc.vn/Upload/YZmStSDTjb0M07hFJ2gA/files/2026/02/01/khoa-hoc-190026-1.jpg,GDELT
,,Công nghệ chiến lược nào được Hà Nội ưu tiên phát triển từ nay đến 2035 ? ,,https://baomoi.com/cong-nghe-chien-luoc-nao-duoc-ha-noi-uu-tien-phat-trien-tu-nay-den-2035-c54710512.epi,20260317T030000Z,2026-04-23T05:05:23.562812+00:00,Vietnam,technology,baomoi.com,Vietnamese,,GDELT
,,科技赛道  长期主义者 ， 汇添富恒生科技ETF联接发起式 ( QDII ) C ( 013128 ) 捕捉AI时代核心机遇 _ 中金在线财经号,,http://mp.cnfol.com/26675/article/1771581604-142271602.html,20260221T084500Z,2026-04-23T05:05:23.562812+00:00,China,technology,mp.cnfol.com,Chinese,,GDELT
,,科技赛道  长期主义者 ， 汇添富恒生科技ETF联接发起式 ( QDII ) C ( 013128 ) 捕捉AI时代核心机遇 _ 中金在线财经号,,http://mp.cnfol.com/26675/article/1771581604-142271602,20260221T030000Z,2026-04-23T05:05:23.562812+00:00,China,technology,mp.cnfol.com,Chinese,,GDELT
,,惊蛰将至 ， 春耕在即 | 宁波市召开科技特派员工作会议,,https://nb.ifeng.com/c/8rAQjtt6LGy,20260303T140000Z,2026-04-23T05:05:23.562812+00:00,China,technology,nb.ifeng.com,Chinese,https://x0.ifengimg.com/ucms/2026_10/B71FDEB749B2863A87514045F8D3825DAD8F19DF_size104_w1080_h720.jpg,GDELT
,,"Jelajahi Masa Depan Digital di GITEX Asia Al Everything Singapore 2026 Temukan Keseruan , Kreativitas , dan Peluang Baru",,https://plus.kapanlagi.com/jelajahi-masa-depan-digital-di-gitex-asia-al-everything-singapore-2026-temukan-keseruan-kreativitas-dan-peluang-baru-2457e9.html,20260221T061500Z,2026-04-23T05:05:23.562812+00:00,Indonesia,technology,plus.kapanlagi.com,Indonesian,https://cdns.klimg.com/resized/1200x600/p/headline/jelajahi-masa-depan-digital-di-gitex-as-2457e9.jpg,GDELT
,,宁德时代与永太科技  以股换股  重组告终 未能就交易方案达成一致 _ 东方财富网,,https://finance.eastmoney.com/a/202602163651156494.html,20260216T020000Z,2026-04-23T05:05:23.562812+00:00,China,technology,finance.eastmoney.com,Chinese,,GDELT
,,গুচ্ছভুক্ত  এ  ইউনিটের ভর্তি পরীক্ষা আজ | | বাংলাদেশ প্রতিদিন,,https://www.bd-pratidin.com/campus-online/2026/04/10/1237051,20260410T044500Z,2026-04-23T05:05:23.562812+00:00,Bangladesh,technology,bd-pratidin.com,Bengali,https://cdn.bd-pratidin.com/public/news_images/2026/04/10/og/1775794115-d910c0bfa749cd12cea822ced3c1f8b7.jpg,GDELT
,,中国发布丨科技部部长 ： 2025年全社会研发投入超3 . 92万亿元 ， 基础研究投入创历史新高 _ 2026全国两会 _ 中国网,,http://www.china.com.cn/lianghui/news/2026-03/05/content_118362875.shtml,20260305T080000Z,2026-04-23T05:05:23.562812+00:00,China,technology,china.com.cn,Chinese,,GDELT
,,人工智能科技伦理审查新规发布,,https://www.163.com/dy/article/KPVV6IUJ05346RC6.html,20260408T020000Z,2026-04-23T05:05:23.562812+00:00,China,technology,163.com,Chinese,,GDELT
,,科技之笔绘就农业新图景 - 华龙网,,https://www.cqnews.net/web/content_1490975309224046592.html,20260407T021500Z,2026-04-23T05:05:23.562812+00:00,China,technology,cqnews.net,Chinese,,GDELT
,,潍坊青州市科技局 ： 创新赋能强根基 科技兴企促发展,,https://baijiahao.baidu.com/s?id=1858815599424828762,20260305T103000Z,2026-04-23T05:05:23.562812+00:00,China,technology,baijiahao.baidu.com,Chinese,,GDELT
,,গুচ্ছভুক্ত  এ  ইউনিটের ভর্তি পরীক্ষা আজ,,https://www.jagonews24.com/campus/news/1109035,20260410T030000Z,2026-04-23T05:05:23.562812+00:00,Bangladesh,technology,jagonews24.com,Bengali,https://cdn.jagonews24.com/media/og-image/2026/04/10/og_1775788510_69d861de1facd.jpeg,GDELT
